"GID","URN","UID","Companies House Number","Role","Title","Forename 1","Forename 2","Surname","Date of appointment","Date term of office ends/ended","Appointing body"
"1598471","","17030","11276240","Shared Local Governor - Group","Mrs","Jane","","Coath","","","Appointed by foundation/Trust"
"1598472","","17030","11276240","Shared Local Governor - Group","Mr","Roger","","Cordey","","","Appointed by foundation/Trust"
"1598473","","17030","11276240","Shared Local Governor - Group","Mrs","Kathleen","","Flowerday","","","Appointed by foundation/Trust"
"1598474","","17030","11276240","Shared Local Governor - Group","Mrs","Serife","","Kher","","","Appointed by foundation/Trust"
"1602351","","17030","11276240","Shared Local Governor - Group","","Jo","","Cerullo","","","Ex-officio by virtue of office as headteacher/principal"
"1602388","","17030","11276240","Shared Local Governor - Group","","Laura","","Green","","","Ex-officio by virtue of office as headteacher/principal"
"1602541","","17030","11276240","Shared Local Governor - Group","Mr","Michael","","Soper","","01/09/2022","Appointed by foundation/Trust"
"1606397","","17030","11276240","Shared Local Governor - Group","","Andrew","","Curtis","","03/08/2022","Appointed by foundation/Trust"
"1607188","","17030","11276240","Shared Local Governor - Group","","Gemma","","Lawrence","","","Appointed by foundation/Trust"
"1608078","","17030","11276240","Shared Chair of Local Governing Body - Group","","Jan","","Pierson","","","Appointed by foundation/Trust"
"1608079","","17030","11276240","Shared Local Governor - Group","","Adam","","Riley","","","Ex-officio by virtue of office as headteacher/principal"
"1615560","","17030","11276240","Shared Local Governor - Group","Mr","Alexander","","Boothby","","","Elected by school staff"
"1616004","","17030","11276240","Shared Local Governor - Group","","Laura","","Ketley","","","Elected by school staff"
"1620026","","17030","11276240","Trustee","","Teresa","","Osborne","01/10/2022","18/10/2022","Appointed by academy members"
"1297537","","17034","06627459","Trustee","Mrs","Michelle","Louise","Pearse","01/06/2018","31/05/2022","Persons who are appointed by the foundation body or sponsor (if applicable)"
"1297546","","17034","06627459","Accounting Officer","Mr","Jonathan","Paul","Johnson","15/06/2018","","N/A"
"1359084","","17034","06627459","Member","Dr","Lynne","","Livesey","01/06/2018","05/12/2021","Foundation/sponsor members"
"1359086","","17034","06627459","Member","Mr","Andrew","","Sellar","14/02/2019","","Foundation/sponsor members"
"1359087","","17034","06627459","Trustee","Professor","Vincent","StJohn","Crean","25/02/2019","24/02/2023","Persons who are appointed by the foundation body or sponsor (if applicable)"
"1359088","","17034","06627459","Trustee","Professor","Michael","John","Waters","04/07/2018","03/07/2022","Appointed by foundation/Trust"
"1426705","","17034","06627459","Trustee","Mr","Stephen","","Asquith","03/02/2020","02/02/2024","Persons who are appointed by the foundation body or sponsor (if applicable)"
"1437465","","17034","06627459","Trustee","Ms","Nicole","","Nicolson","23/03/2020","25/03/2022","Appointed by foundation/Trust"
"1437466","","17034","06627459","Trustee","Mr","Peter","","Oldfield","23/03/2020","21/04/2022","Persons who are appointed by the foundation body or sponsor (if applicable)"
"1453905","","17034","06627459","Shared Local Governor - Group","Mrs","Fiona","","L'Estrange","","","Appointed by foundation/Trust"
"1453907","","17034","06627459","Shared Local Governor - Group","Mrs","Sarah","","Laybourne","","","Appointed by foundation/Trust"
"1453910","","17034","06627459","Shared Local Governor - Group","Mr","Dominic","","Fowler","","","Appointed by foundation/Trust"
"1453912","","17034","06627459","Shared Local Governor - Group","Miss","Georgia","","Pearson","","19/11/2021","Appointed by foundation/Trust"
"1453915","","17034","06627459","Shared Local Governor - Group","Ms","Ava","","Grossman","","","Appointed by foundation/Trust"
"1454082","","17034","06627459","Shared Local Governor - Group","Mrs","Wendy","","Figes","","27/11/2021","Ex-officio by virtue of office as headteacher/principal"
"1466160","","17034","06627459","Trustee","Mrs","Simonne","","Walker","28/09/2020","27/09/2024","Persons who are appointed by the foundation body or sponsor (if applicable)"
"1468798","","17034","06627459","Chief Financial Officer","Miss","Laura","","Watson","05/10/2020","","N/A"
"1470145","","17034","06627459","Shared Local Governor - Group","Mrs","Claire","","Murray","","27/11/2021","Elected by school staff"
"1492504","","17034","06627459","Member","Mrs","Alyson","","Armett","14/12/2020","","Foundation/sponsor members"
"1494995","","17034","06627459","Shared Local Governor - Group","Mrs","Emma","","Sloan","","","Parent appointed by GB/board due to no election candidates"
"1502621","","17034","06627459","Trustee","Mr","Vincent","","Ashworth","01/02/2021","31/08/2022","Appointed by foundation/Trust"
"1526474","","17034","06627459","Trustee","Dr","Cathy","","Jackson","07/06/2021","06/06/2025","Persons who are appointed by the foundation body or sponsor (if applicable)"
"1533276","","17034","06627459","Shared Local Governor - Group","Ms","Fiona","","Weightman","","","Appointed by foundation/Trust"
"1540592","","17034","06627459","Shared Chair of Local Governing Body - Group","Mr","David","","Davidson","","02/09/2022","Appointed by foundation/Trust"
"1540594","","17034","06627459","Chair of Trustees","Mrs","Michelle","","Pearse","14/09/2021","14/09/2022","Appointed by foundation/Trust"
"1552762","","17034","06627459","Trustee","Mr","Karl","","Lofthouse","18/10/2021","17/10/2025","Appointed by foundation/Trust"
"1560075","","17034","06627459","Shared Local Governor - Group","Mrs","Candice","","Kirk","","05/03/2022","Elected by parents"
"1562684","","17034","06627459","Shared Local Governor - Group","Mrs","Amy","","Barclay","","01/01/2022","Ex-officio by virtue of office as headteacher/principal"
"1562686","","17034","06627459","Shared Local Governor - Group","Mrs","Sally","","Timmons","","01/01/2022","Ex-officio by virtue of office as headteacher/principal"
"1562759","","17034","06627459","Shared Local Governor - Group","Mrs","Sally","","Timmons","","","Ex-officio by virtue of office as headteacher/principal"
"1568620","","17034","06627459","Trustee","Professor","Samantha","","Twiselton","06/12/2021","05/12/2025","Appointed by foundation/Trust"
"1568621","","17034","06627459","Trustee","Mrs","Angela","","Holdsworth","06/12/2021","08/06/2022","Appointed by foundation/Trust"
"1568622","","17034","06627459","Member","Mr","Ian","","Fisher","06/12/2021","","Foundation/sponsor members"
"1570341","","17034","06627459","Shared Local Governor - Group","Miss","Sophie","","McCabe","","","Ex-officio by virtue of office as headteacher/principal"
"1580715","","17034","06627459","Trustee","Mr","Josh","","Rice","08/02/2022","07/02/2026","Persons who are appointed by the foundation body or sponsor (if applicable)"
"1592984","","17034","06627459","Shared Local Governor - Group","Mr","Christopher","","Wharton","","","Elected by parents"
"1593027","","17034","06627459","Shared Local Governor - Group","Mrs","Helen","","Finlay","","","Elected by school staff"
"1605426","","17034","06627459","Trustee","Mrs","Michelle","","Pearse","28/03/2022","27/03/2026","Persons who are appointed by the foundation body or sponsor (if applicable)"
"1605429","","17034","06627459","Trustee","Professor","Michael","","Waters","28/03/2022","31/08/2022","Appointed by foundation/Trust"
"1614222","","17034","06627459","Chair of Trustees","Mrs","Michelle","","Pearse","05/09/2022","31/08/2023","Appointed by foundation/Trust"
"1302848","","17038","11185205","Accounting Officer","","Karen","","Peters","01/07/2018","","N/A"
"1324174","","17038","11185205","Trustee","Ms","Helen","","Frost","02/02/2018","01/02/2026","Appointed by academy members"
"1324180","","17038","11185205","Trustee","Mrs","Sheela","","Dutton","02/02/2018","30/11/2021","Appointed by GB/board"
"1324181","","17038","11185205","Trustee","Mr","Paul","","Humphreys","02/02/2018","01/02/2026","Appointed by GB/board"
"1324185","","17038","11185205","Trustee","Mrs","Sally","","Brough","02/02/2018","01/02/2026","Appointed by academy members"
"1324188","","17038","11185205","Member","Mrs","Sue","","Kuzabsolglu","02/02/2018","","Original (signatory) members"
"1324194","","17038","11185205","Member","Mrs","Sally","","Brough","02/02/2018","09/12/2021","Original (signatory) members"
"1324200","","17038","11185205","Member","Mr","David","","Webster","02/02/2018","","Original (signatory) members"
"1405005","","17038","11185205","Chief Financial Officer","Mrs","Emma","","Searl","05/02/2019","","N/A"
"1447914","","17038","11185205","Chair of Trustees","Mrs","Louise","","Eagle","01/07/2020","31/08/2023","Appointed by academy members"
"1447915","","17038","11185205","Trustee","Mr","Julian","","Grindey","01/07/2020","30/06/2023","Appointed by academy members"
"1566000","","17038","11185205","Member","Mrs","Sheela","","Dutton","08/12/2021","","Appointed by academy members"
"1589207","","17038","11185205","Trustee","Mr","Damon","","Broad","30/03/2022","29/03/2026","Appointed by academy members"
"1597523","","17038","11185205","Trustee","Mrs","Karen","","Peters","02/02/2018","01/02/2026","Appointed by academy members"
"1302412","","17039","09896221","Accounting Officer","","Anthony","","Wilson","01/05/2018","","N/A"
"1439576","","17039","09896221","Chief Financial Officer","Mr","Dotun","","Olaleye","21/02/2020","31/08/2022","N/A"
"1445832","","17039","09896221","Member","Mr","David","","Wood","01/12/2015","","Appointed by academy members"
"1445833","","17039","09896221","Member","Mr","Haydn","","Powell","01/12/2015","","Appointed by academy members"
"1445836","","17039","09896221","Member","Mr","Abdul","","Rahim","01/12/2015","","Original (signatory) members"
"1445838","","17039","09896221","Trustee","Mr","Tanveer","","Alam","21/05/2019","20/05/2023","Appointed by academy members"
"1445848","","17039","09896221","Trustee","Ms","Christina","","Parry","21/05/2019","20/05/2023","Appointed by academy members"
"1445850","","17039","09896221","Trustee","Ms","Ann (Sue)","","Hammond","21/05/2019","20/05/2023","Appointed by academy members"
"1445856","","17039","09896221","Trustee","Ms","Kiran","","Rahim","21/05/2019","20/05/2023","Appointed by foundation/Trust"
"1445857","","17039","09896221","Trustee","Mr","Momodou","","Sanyang","21/05/2019","20/05/2023","Appointed by academy members"
"1526581","","17039","09896221","Chair of Trustees","Mr","Paul","","Leslie","01/10/2020","30/11/2023","Appointed by academy members"
"1526582","","17039","09896221","Member","Mr","Paul","","Leslie","22/03/2021","22/07/2022","Appointed by academy members"
"1566585","","17039","09896221","Trustee","Mr","Neil","","Beighton","11/11/2020","10/11/2024","Appointed by foundation/Trust"
"1566586","","17039","09896221","Trustee","Mr","John","","Ainsworth","11/11/2020","27/01/2022","Appointed by academy members"
"1566587","","17039","09896221","Trustee","Ms","Paramjit","","Chadha","21/05/2019","20/05/2023","Appointed by foundation/Trust"
"1606882","","17039","09896221","Member","Mr","Sinnathurai (known as Steve)","Rasanayagam","Loganathan","22/07/2022","","Appointed by academy members"
"1606883","","17039","09896221","Member","Ms","Helen","","Lam","22/07/2022","","Appointed by academy members"
"1606884","","17039","09896221","Trustee","Dr","Mansoor","","Siddique","22/07/2022","21/07/2026","Appointed by academy members"
"1606885","","17039","09896221","Trustee","Mr","Sarvesh","","Ramachandran","22/07/2022","21/07/2026","Appointed by academy members"
"1606886","","17039","09896221","Trustee","Ms","Janette","","Ballard","22/07/2022","21/07/2026","Appointed by academy members"
"1606887","","17039","09896221","Trustee","Mr","Sergey","","Sidorov","22/07/2022","21/07/2026","Appointed by academy members"
"1622026","","17039","09896221","Chief Financial Officer","Ms","Abiola","","Ejiofor","01/09/2022","","N/A"
"1323518","","17040","11281425","Chair of Trustees","Mr","Christopher","","Jones","01/07/2018","08/12/2021","Appointed by academy members"
"1323521","","17040","11281425","Trustee","Mrs","Samina","","Javed-Sarwar","01/07/2018","30/06/2022","Appointed by foundation/Trust"
"1323523","","17040","11281425","Trustee","Mr","Neil","","Worth","01/07/2018","09/03/2022","Appointed by foundation/Trust"
"1323524","","17040","11281425","Trustee","Mrs","Elizabeth","Lynn","Longstaff","01/07/2018","30/06/2022","Appointed by foundation/Trust"
"1323525","","17040","11281425","Trustee","Mrs","Martin","","Pout","01/07/2018","30/06/2022","Appointed by foundation/Trust"
"1323690","","17040","11281425","Member","Mrs","Richenda","","Broad","01/07/2018","","Appointed by foundation/Trust"
"1323691","","17040","11281425","Member","Mrs","Lynn","","Longstaff","01/07/2018","","Appointed by foundation/Trust"
"1323693","","17040","11281425","Member","Mr","Tom","","Grieveson","01/07/2018","","Appointed by foundation/Trust"
"1323697","","17040","11281425","Member","Mr","Martin","","McTague","01/07/2018","","Appointed by academy members"
"1408423","","17040","11281425","Chief Financial Officer","Mrs","Nikola","","Flint","01/07/2018","","N/A"
"1427663","","17040","11281425","Member","Dr","Iftikhar","Ahmed","Lone","24/01/2020","","Original (signatory) members"
"1434574","","17040","11281425","Trustee","Mr","Haroon","Ul","Rashid","12/03/2020","11/03/2024","Appointed by foundation/Trust"
"1434577","","17040","11281425","Trustee","Ms","Jacqueline","Ann","Park","12/03/2020","11/03/2024","Appointed by foundation/Trust"
"1537070","","17040","11281425","Accounting Officer","Mrs","Sarah","","Lymer","01/09/2021","","N/A"
"1567474","","17040","11281425","Chair of Trustees","Mr","Haroon","Ul","Rashid","09/12/2021","11/03/2024","Appointed by foundation/Trust"
"1567480","","17040","11281425","Trustee","Mr","Christopher","","Jones","09/12/2021","30/06/2022","Appointed by academy members"
"1572739","","17040","11281425","Trustee","Mrs","Sarah","","Lymer","13/01/2022","12/01/2026","Appointed by academy members"
"1602433","","17040","11281425","Trustee","Mrs","Lynn","","Longstaff","01/07/2022","30/06/2026","Appointed by academy members"
"1602434","","17040","11281425","Trustee","Mr","Martin","","Pout","01/07/2022","30/06/2026","Appointed by academy members"
