URN,LA,ESTAB,SCHOOLTYPE,NOR,NORG,NORB,PNORG,PNORB,TSENELSE,PSENELSE,TSENELK,PSENELK,NUMEAL,NUMENGFL,NUMUNCFL,PNUMEAL,PNUMENGFL,PNUMUNCFL,NUMFSM,NUMFSMEVER,PNUMFSMEVER
142995,935,2030,State-funded primary,176,88,88,50.0%,50.0%,5,2.8%,26,14.8%,2,174,0,1.1%,98.9%,0%,18,19,10.8%
142996,394,2168,State-funded primary,179,111,68,62.0%,38.0%,4,2.2%,37,20.7%,7,172,0,3.9%,96.1%,0%,79,80,44.7%
142997,394,2144,State-funded primary,230,103,127,44.8%,55.2%,5,2.2%,29,12.6%,3,227,0,1.3%,98.7%,0%,41,44,19.1%
142998,936,2401,State-funded primary,230,112,118,48.7%,51.3%,25,10.9%,21,9.1%,13,217,0,5.7%,94.3%,0%,29,29,12.6%
142999,936,2313,State-funded primary,370,162,208,43.8%,56.2%,31,8.4%,40,10.8%,32,338,0,8.6%,91.4%,0%,21,24,6.5%
143000,936,2095,State-funded primary,225,111,114,49.3%,50.7%,22,9.8%,16,7.1%,29,196,0,12.9%,87.1%,0%,23,27,12.0%
143001,936,2381,State-funded primary,180,81,99,45.0%,55.0%,3,1.7%,16,8.9%,53,127,0,29.4%,70.6%,0%,7,7,3.9%
143003,384,2067,State-funded primary,330,153,177,46.4%,53.6%,8,2.4%,70,21.2%,8,322,0,2.4%,97.6%,0%,69,82,24.8%
143004,865,3061,State-funded primary,147,73,74,49.7%,50.3%,2,1.4%,39,26.5%,1,146,0,0.7%,99.3%,0%,13,14,9.5%
143005,865,4071,State-funded secondary,409,192,217,46.9%,53.1%,12,2.9%,93,22.7%,18,391,0,4.4%,95.6%,0%,33,65,15.9%
143006,865,3071,State-funded primary,355,173,182,48.7%,51.3%,8,2.3%,45,12.7%,8,343,4,2.3%,96.6%,1.1%,12,28,7.9%
143007,865,3022,State-funded primary,242,124,118,51.2%,48.8%,2,0.8%,48,19.8%,24,218,0,9.9%,90.1%,0%,9,14,5.8%
143009,865,3094,State-funded primary,95,43,52,45.3%,54.7%,2,2.1%,17,17.9%,0,95,0,0%,100%,0%,7,7,7.4%
143010,800,2162,State-funded primary,176,80,96,45.5%,54.5%,2,1.1%,12,6.8%,25,151,0,14.2%,85.8%,0%,9,9,5.1%
143011,895,2137,State-funded primary,413,192,221,46.5%,53.5%,12,2.9%,7,1.7%,12,400,1,2.9%,96.9%,0.2%,12,12,2.9%
143012,861,2111,State-funded primary,240,128,112,53.3%,46.7%,2,0.8%,15,6.2%,9,231,0,3.8%,96.3%,0%,12,13,5.4%
143013,866,7013,State-funded special school,98,24,74,24.5%,75.5%,98,100%,0,0%,25,72,1,25.5%,73.5%,1.0%,35,38,38.8%
143014,866,7012,State-funded special school,140,41,99,29.3%,70.7%,140,100%,0,0%,32,107,1,22.9%,76.4%,0.7%,43,32,22.9%
143015,892,3000,State-funded primary,266,131,135,49.2%,50.8%,2,0.8%,18,6.8%,30,236,0,11.3%,88.7%,0%,87,95,35.7%
143016,908,2028,State-funded primary,110,61,49,55.5%,44.5%,1,0.9%,23,20.9%,0,110,0,0%,100%,0%,4,4,3.6%
143018,916,6006,Independent school,58,35,23,60.3%,39.7%,5,8.6%,17,29.3%,0,0,0,0%,0%,0%,0
143020,206,2001,State-funded primary,153,87,66,56.9%,43.1%,2,1.3%,13,8.5%,36,117,0,23.5%,76.5%,0%,26,28,18.3%
143021,802,3450,State-funded primary,298,160,138,53.7%,46.3%,4,1.3%,22,7.4%,6,292,0,2.0%,98.0%,0%,27,30,10.1%
143022,318,4002,State-funded secondary,596,203,393,34.1%,65.9%,14,2.3%,68,11.4%,139,456,1,23.3%,76.5%,0.2%,104,145,24.3%
143025,928,2201,State-funded primary,430,210,220,48.8%,51.2%,4,0.9%,108,25.1%,87,337,6,20.2%,78.4%,1.4%,102,117,27.2%
143026,350,6004,Independent school,46,5,41,10.9%,89.1%,29,63.0%,17,37.0%,0,0,0,0%,0%,0%,0
143030,350,2081,State-funded primary,513,253,260,49.3%,50.7%,17,3.3%,78,15.2%,47,466,0,9.2%,90.8%,0%,215,238,46.4%
143031,350,2071,State-funded primary,278,137,141,49.3%,50.7%,6,2.2%,49,17.6%,4,274,0,1.4%,98.6%,0%,58,67,24.1%
143032,380,3370,State-funded primary,300,151,149,50.3%,49.7%,9,3.0%,39,13.0%,38,262,0,12.7%,87.3%,0%,58,63,21.0%
143033,305,2074,State-funded primary,424,216,208,50.9%,49.1%,9,2.1%,25,5.9%,60,361,3,14.2%,85.1%,0.7%,14,15,3.5%
143034,845,3090,State-funded primary,666,323,343,48.5%,51.5%,7,1.1%,62,9.3%,91,575,0,13.7%,86.3%,0%,220,237,35.6%
143035,845,4610,State-funded secondary,1090,536,554,49.2%,50.8%,11,1.0%,57,5.2%,55,1035,0,5.0%,95.0%,0%,182,262,24.0%
143036,308,6006,Independent school,28,5,23,17.9%,82.1%,9,32.1%,7,25.0%,0,0,0,0%,0%,0%,0
143037,302,6008,Independent school,69,69,0,100%,0%,0,0%,4,5.8%,0,0,0,0%,0%,0%,0
143038,333,6011,Independent school,105,46,59,43.8%,56.2%,11,10.5%,2,1.9%,0,0,0,0%,0%,0%,0
143039,330,6026,Independent school,8,4,4,50.0%,50.0%,2,25.0%,0,0%,0,0,0,0%,0%,0%,0
143040,330,6030,Independent school,7,4,3,57.1%,42.9%,1,14.3%,0,0%,0,0,0,0%,0%,0%,0
143041,888,6064,Independent school,4,0,4,0%,100%,3,75.0%,1,25.0%,0,0,0,0%,0%,0%,0
143042,931,6016,Independent school,36,11,25,30.6%,69.4%,3,8.3%,1,2.8%,0,0,0,0%,0%,0%,0
143046,846,6024,Independent school,92,48,44,52.2%,47.8%,1,1.1%,6,6.5%,0,0,0,0%,0%,0%,0
143048,205,6007,Independent school,54,29,25,53.7%,46.3%,0,0%,1,1.9%,0,0,0,0%,0%,0%,0
143049,392,6005,Independent school,11,2,9,18.2%,81.8%,10,90.9%,1,9.1%,0,0,0,0%,0%,0%,0
143050,935,2150,State-funded primary,88,45,43,51.1%,48.9%,2,2.3%,10,11.4%,0,88,0,0%,100%,0%,19,22,25.0%
143051,334,2003,State-funded primary,169,79,90,46.7%,53.3%,4,2.4%,21,12.4%,20,149,0,11.8%,88.2%,0%,38,37,21.9%
143052,373,2046,State-funded primary,395,205,190,51.9%,48.1%,3,0.8%,75,19.0%,257,136,2,65.1%,34.4%,0.5%,181,180,45.6%
143053,926,2128,State-funded primary,215,105,110,48.8%,51.2%,2,0.9%,32,14.9%,8,207,0,3.7%,96.3%,0%,16,21,9.8%
143054,372,2133,State-funded primary,299,138,161,46.2%,53.8%,3,1.0%,8,2.7%,9,290,0,3.0%,97.0%,0%,17,19,6.4%
143055,372,2087,State-funded primary,183,82,101,44.8%,55.2%,2,1.1%,34,18.6%,0,183,0,0%,100%,0%,38,41,22.4%
143056,935,3002,State-funded primary,51,23,28,45.1%,54.9%,0,0%,5,9.8%,3,48,0,5.9%,94.1%,0%,7,7,13.7%
143057,372,2108,State-funded primary,284,154,130,54.2%,45.8%,10,3.5%,49,17.3%,44,240,0,15.5%,84.5%,0%,44,51,18.0%
143058,877,3643,State-funded primary,243,113,130,46.5%,53.5%,1,0.4%,14,5.8%,8,235,0,3.3%,96.7%,0%,43,48,19.8%
143059,355,4026,State-funded secondary,779,404,375,51.9%,48.1%,29,3.7%,159,20.4%,181,598,0,23.2%,76.8%,0%,286,378,48.5%
143060,892,2082,State-funded primary,234,112,122,47.9%,52.1%,3,1.3%,32,13.7%,38,196,0,16.2%,83.8%,0%,91,99,42.3%
143061,373,2095,State-funded primary,444,206,238,46.4%,53.6%,6,1.4%,80,18.0%,339,65,40,76.4%,14.6%,9.0%,196,202,45.5%
143062,355,7026,State-funded special school,140,34,106,24.3%,75.7%,138,98.6%,2,1.4%,32,108,0,22.9%,77.1%,0%,80,66,47.1%
143063,808,4008,State-funded secondary,1531,757,774,49.4%,50.6%,25,1.6%,149,9.7%,47,1480,4,3.1%,96.7%,0.3%,108,139,9.1%
143064,877,2005,State-funded primary,320,156,164,48.8%,51.2%,2,0.6%,22,6.9%,49,271,0,15.3%,84.7%,0%,81,98,30.6%
143065,935,3116,State-funded primary,141,69,72,48.9%,51.1%,1,0.7%,13,9.2%,2,139,0,1.4%,98.6%,0%,6,9,6.4%
143066,926,2412,State-funded primary,92,46,46,50.0%,50.0%,2,2.2%,10,10.9%,0,89,3,0%,96.7%,3.3%,7,9,9.8%
143067,879,2705,State-funded primary,417,202,215,48.4%,51.6%,1,0.2%,48,11.5%,9,408,0,2.2%,97.8%,0%,72,84,20.1%
143068,808,2079,State-funded primary,420,202,218,48.1%,51.9%,13,3.1%,33,7.9%,26,392,2,6.2%,93.3%,0.5%,35,45,10.7%
143069,935,2096,State-funded primary,83,43,40,51.8%,48.2%,1,1.2%,7,8.4%,0,83,0,0%,100%,0%,13,15,18.1%
143070,935,3098,State-funded primary,90,43,47,47.8%,52.2%,0,0%,16,17.8%,2,88,0,2.2%,97.8%,0%,10,11,12.2%
143071,935,3099,State-funded primary,84,38,46,45.2%,54.8%,0,0%,8,9.5%,2,82,0,2.4%,97.6%,0%,3,3,3.6%
143072,877,2722,State-funded primary,194,94,100,48.5%,51.5%,3,1.5%,22,11.3%,3,191,0,1.5%,98.5%,0%,17,17,8.8%
143073,886,2309,State-funded primary,371,189,182,50.9%,49.1%,3,0.8%,64,17.3%,103,268,0,27.8%,72.2%,0%,197,209,56.3%
143074,935,2087,State-funded primary,93,51,42,54.8%,45.2%,2,2.2%,9,9.7%,4,89,0,4.3%,95.7%,0%,12,13,14.0%
143075,886,2313,State-funded primary,219,105,114,47.9%,52.1%,3,1.4%,36,16.4%,9,210,0,4.1%,95.9%,0%,39,43,19.6%
143076,928,2078,State-funded primary,195,122,73,62.6%,37.4%,0,0%,23,11.8%,0,194,1,0%,99.5%,0.5%,21,22,11.3%
143077,808,2084,State-funded primary,203,94,109,46.3%,53.7%,3,1.5%,19,9.4%,11,192,0,5.4%,94.6%,0%,24,33,16.3%
143078,384,2129,State-funded primary,287,134,153,46.7%,53.3%,6,2.1%,30,10.5%,5,282,0,1.7%,98.3%,0%,48,56,19.5%
143079,203,2890,State-funded primary,823,406,417,49.3%,50.7%,15,1.8%,104,12.6%,395,427,1,48.0%,51.9%,0.1%,305,308,37.4%
143082,302,5408,State-funded secondary,799,382,417,47.8%,52.2%,4,0.5%,131,16.4%,449,343,7,56.2%,42.9%,0.9%,142,205,25.7%
143083,800,3102,State-funded primary,436,212,224,48.6%,51.4%,8,1.8%,37,8.5%,3,433,0,0.7%,99.3%,0%,16,16,3.7%
143084,822,2054,State-funded primary,139,68,71,48.9%,51.1%,2,1.4%,11,7.9%,3,136,0,2.2%,97.8%,0%,6,6,4.3%
143085,303,2061,State-funded primary,225,116,109,51.6%,48.4%,4,1.8%,3,1.3%,9,214,2,4.0%,95.1%,0.9%,8,9,4.0%
143086,330,2082,State-funded primary,411,179,232,43.6%,56.4%,5,1.2%,57,13.9%,301,109,1,73.2%,26.5%,0.2%,212,218,53.0%
143087,330,2447,State-funded primary,633,305,328,48.2%,51.8%,6,0.9%,80,12.6%,208,424,1,32.9%,67.0%,0.2%,316,309,48.8%
143088,330,2226,State-funded primary,328,171,157,52.1%,47.9%,3,0.9%,47,14.3%,95,233,0,29.0%,71.0%,0%,139,170,51.8%
143089,330,2475,State-funded primary,347,175,172,50.4%,49.6%,1,0.3%,43,12.4%,210,136,1,60.5%,39.2%,0.3%,169,222,64.0%
143090,330,2086,State-funded primary,873,403,470,46.2%,53.8%,10,1.1%,140,16.0%,598,275,0,68.5%,31.5%,0%,277,293,33.6%
143091,330,2273,State-funded primary,252,119,133,47.2%,52.8%,50,19.8%,29,11.5%,20,232,0,7.9%,92.1%,0%,165,171,67.9%
143092,380,2001,State-funded primary,455,229,226,50.3%,49.7%,8,1.8%,70,15.4%,81,374,0,17.8%,82.2%,0%,100,113,24.8%
143093,380,2029,State-funded primary,702,344,358,49.0%,51.0%,7,1.0%,78,11.1%,657,45,0,93.6%,6.4%,0%,198,222,31.6%
143094,380,2038,State-funded primary,798,421,377,52.8%,47.2%,10,1.3%,222,27.8%,567,231,0,71.1%,28.9%,0%,211,232,29.1%
143095,380,2180,State-funded primary,429,212,217,49.4%,50.6%,12,2.8%,107,24.9%,313,116,0,73.0%,27.0%,0%,195,217,50.6%
143096,380,2186,State-funded primary,511,265,246,51.9%,48.1%,9,1.8%,90,17.6%,505,6,0,98.8%,1.2%,0%,101,105,20.5%
143097,305,3002,State-funded primary,405,220,185,54.3%,45.7%,8,2.0%,30,7.4%,43,353,9,10.6%,87.2%,2.2%,38,43,10.6%
143099,908,3301,State-funded primary,224,103,121,46.0%,54.0%,3,1.3%,27,12.1%,1,223,0,0.4%,99.6%,0%,41,44,19.6%
143100,802,3447,State-funded primary,425,208,217,48.9%,51.1%,4,0.9%,29,6.8%,10,415,0,2.4%,97.6%,0%,43,52,12.2%
143101,336,6000,State-funded secondary,1413,689,724,48.8%,51.2%,32,2.3%,171,12.1%,681,698,34,48.2%,49.4%,2.4%,232,251,17.8%
143102,384,6005,Independent school,10,1,9,10.0%,90.0%,6,60.0%,0,0%,0,0,0,0%,0%,0%,0
143103,204,6010,Pupil referral unit,7,0,7,0%,100%,5,71.4%,2,28.6%,0,7,0,0%,100%,0%,6,6,85.7%
143104,358,6003,State-funded secondary,677,325,352,48.0%,52.0%,27,4.0%,93,13.7%,78,596,3,11.5%,88.0%,0.4%,89,113,16.7%
143105,331,6004,Independent school,57,20,37,35.1%,64.9%,0,0%,1,1.8%,0,0,0,0%,0%,0%,0
143106,885,6045,Independent school,25,7,18,28.0%,72.0%,25,100%,0,0%,0,0,0,0%,0%,0%,0
143107,370,2043,State-funded primary,225,106,119,47.1%,52.9%,7,3.1%,42,18.7%,75,150,0,33.3%,66.7%,0%,114,110,48.9%
143108,800,2001,State-funded primary,186,79,107,42.5%,57.5%,35,18.8%,54,29.0%,33,151,2,17.7%,81.2%,1.1%,85,87,46.8%
143109,305,2030,State-funded primary,17,8,9,47.1%,52.9%,1,5.9%,3,17.6%,2,15,0,11.8%,88.2%,0%,3,3,17.6%
143110,305,2026,State-funded primary,682,325,357,47.7%,52.3%,18,2.6%,71,10.4%,83,599,0,12.2%,87.8%,0%,94,99,14.5%
143111,873,7007,State-funded special school,138,37,101,26.8%,73.2%,138,100%,0,0%,9,129,0,6.5%,93.5%,0%,46,46,33.3%
143112,380,4032,State-funded secondary,1557,814,743,52.3%,47.7%,16,1.0%,232,14.9%,318,1239,0,20.4%,79.6%,0%,471,530,34.0%
143113,380,4039,State-funded secondary,865,400,465,46.2%,53.8%,16,1.8%,178,20.6%,228,629,8,26.4%,72.7%,0.9%,200,293,33.9%
143114,380,4040,State-funded secondary,1402,648,754,46.2%,53.8%,41,2.9%,143,10.2%,252,1149,1,18.0%,82.0%,0.1%,376,482,34.4%
143115,381,4004,State-funded secondary,456,242,214,53.1%,46.9%,20,4.4%,112,24.6%,29,427,0,6.4%,93.6%,0%,225,253,55.5%
143116,909,2007,State-funded primary,185,85,100,45.9%,54.1%,4,2.2%,20,10.8%,0,185,0,0%,100%,0%,38,39,21.1%
143118,307,2010,State-funded primary,198,97,101,49.0%,51.0%,10,5.1%,23,11.6%,114,84,0,57.6%,42.4%,0%,86,88,44.4%
143119,845,2020,State-funded primary,400,185,215,46.2%,53.7%,3,0.7%,34,8.5%,4,396,0,1.0%,99.0%,0%,59,60,15.0%
143120,845,2021,State-funded primary,181,84,97,46.4%,53.6%,2,1.1%,22,12.2%,22,159,0,12.2%,87.8%,0%,83,89,49.2%
143121,881,2139,State-funded primary,212,97,115,45.8%,54.2%,3,1.4%,88,41.5%,4,208,0,1.9%,98.1%,0%,141,154,72.6%
143122,881,2141,State-funded primary,208,93,115,44.7%,55.3%,8,3.8%,25,12.0%,16,192,0,7.7%,92.3%,0%,86,105,50.5%
143123,881,2143,State-funded primary,216,103,113,47.7%,52.3%,5,2.3%,18,8.3%,7,209,0,3.2%,96.8%,0%,26,39,18.1%
143124,881,2144,State-funded primary,188,96,92,51.1%,48.9%,6,3.2%,36,19.1%,28,160,0,14.9%,85.1%,0%,77,97,51.6%
143125,881,2145,State-funded primary,660,324,336,49.1%,50.9%,22,3.3%,103,15.6%,82,578,0,12.4%,87.6%,0%,248,277,42.0%
143126,881,2146,State-funded primary,655,320,335,48.9%,51.1%,7,1.1%,72,11.0%,74,581,0,11.3%,88.7%,0%,235,255,38.9%
143127,881,2147,State-funded primary,304,152,152,50.0%,50.0%,6,2.0%,45,14.8%,40,264,0,13.2%,86.8%,0%,103,107,35.2%
143128,881,2148,State-funded primary,646,333,313,51.5%,48.5%,16,2.5%,70,10.8%,90,556,0,13.9%,86.1%,0%,191,226,35.0%
143129,205,4004,State-funded secondary,468,220,248,47.0%,53.0%,10,2.1%,51,10.9%,251,217,0,53.6%,46.4%,0%,159,231,49.4%
143130,311,1109,Pupil referral unit,21,2,19,9.5%,90.5%,0,0%,11,52.4%,1,20,0,4.8%,95.2%,0%,10,15,71.4%
143131,919,4024,State-funded secondary,633,311,322,49.1%,50.9%,9,1.4%,104,16.4%,50,582,1,7.9%,91.9%,0.2%,124,157,24.8%
143132,925,2040,State-funded primary,92,38,54,41.3%,58.7%,2,2.2%,12,13.0%,0,92,0,0%,100%,0%,28,29,31.5%
143133,315,2003,State-funded primary,197,102,95,51.8%,48.2%,5,2.5%,21,10.7%,146,50,1,74.1%,25.4%,0.5%,55,58,29.4%
143134,826,4003,State-funded secondary,1564,763,801,48.8%,51.2%,24,1.5%,70,4.5%,418,1120,26,26.7%,71.6%,1.7%,336,508,32.5%
143135,926,2133,State-funded primary,200,86,114,43.0%,57.0%,2,1.0%,11,5.5%,2,196,2,1.0%,98.0%,1.0%,18,23,11.5%
143136,802,2005,State-funded primary,243,114,129,46.9%,53.1%,2,0.8%,38,15.6%,13,230,0,5.3%,94.7%,0%,37,40,16.5%
143137,802,4001,State-funded secondary,1367,653,714,47.8%,52.2%,13,1.0%,189,13.8%,93,1271,3,6.8%,93.0%,0.2%,256,352,25.7%
143138,815,4003,State-funded secondary,590,281,309,47.6%,52.4%,8,1.4%,87,14.7%,19,571,0,3.2%,96.8%,0%,83,111,18.8%
143139,815,2004,State-funded primary,95,48,47,50.5%,49.5%,2,2.1%,15,15.8%,4,91,0,4.2%,95.8%,0%,22,19,20.0%
143140,891,2025,State-funded primary,342,161,181,47.1%,52.9%,3,0.9%,22,6.4%,13,329,0,3.8%,96.2%,0%,110,118,34.5%
143141,372,4004,State-funded secondary,883,462,421,52.3%,47.7%,20,2.3%,118,13.4%,14,869,0,1.6%,98.4%,0%,196,265,30.0%
143142,893,4002,State-funded secondary,623,330,293,53.0%,47.0%,17,2.7%,73,11.7%,7,616,0,1.1%,98.9%,0%,130,160,25.7%
143143,933,2024,State-funded primary,154,81,73,52.6%,47.4%,11,7.1%,28,18.2%,13,141,0,8.4%,91.6%,0%,64,69,44.8%
143144,882,4002,State-funded secondary,748,387,361,51.7%,48.3%,14,1.9%,82,11.0%,91,657,0,12.2%,87.8%,0%,239,333,44.5%
143145,808,2017,State-funded primary,460,220,240,47.8%,52.2%,24,5.2%,99,21.5%,6,454,0,1.3%,98.7%,0%,206,229,49.8%
143146,808,4007,State-funded secondary,460,228,232,49.6%,50.4%,22,4.8%,92,20.0%,7,453,0,1.5%,98.5%,0%,199,276,60.0%
143147,935,2155,State-funded primary,226,109,117,48.2%,51.8%,4,1.8%,21,9.3%,2,224,0,0.9%,99.1%,0%,33,33,14.6%
143149,883,2011,State-funded primary,207,89,118,43.0%,57.0%,12,5.8%,19,9.2%,36,171,0,17.4%,82.6%,0%,72,85,41.1%
143150,336,1105,Pupil referral unit,13,2,11,15.4%,84.6%,0,0%,12,92.3%,0,13,0,0%,100%,0%,8,11,84.6%
143151,336,2033,State-funded primary,340,170,170,50.0%,50.0%,3,0.9%,26,7.6%,124,216,0,36.5%,63.5%,0%,152,158,46.5%
143152,336,2040,State-funded primary,693,343,350,49.5%,50.5%,6,0.9%,65,9.4%,96,597,0,13.9%,86.1%,0%,273,293,42.3%
143153,895,3808,State-funded primary,422,205,217,48.6%,51.4%,13,3.1%,53,12.6%,109,313,0,25.8%,74.2%,0%,221,232,55.0%
143154,895,2143,State-funded primary,107,60,47,56.1%,43.9%,1,0.9%,3,2.8%,2,105,0,1.9%,98.1%,0%,5,6,5.6%
143155,895,3544,State-funded primary,170,79,91,46.5%,53.5%,0,0%,28,16.5%,2,168,0,1.2%,98.8%,0%,8,11,6.5%
143156,895,3814,State-funded primary,336,142,194,42.3%,57.7%,9,2.7%,20,6.0%,48,288,0,14.3%,85.7%,0%,75,86,25.6%
143157,895,2214,State-funded primary,70,37,33,52.9%,47.1%,2,2.9%,5,7.1%,0,70,0,0%,100%,0%,3,3,4.3%
143158,895,3140,State-funded primary,108,54,54,50.0%,50.0%,2,1.9%,21,19.4%,8,100,0,7.4%,92.6%,0%,15,15,13.9%
143159,895,3139,State-funded primary,169,88,81,52.1%,47.9%,1,0.6%,14,8.3%,5,164,0,3.0%,97.0%,0%,17,18,10.7%
143160,895,2229,State-funded primary,255,124,131,48.6%,51.4%,9,3.5%,16,6.3%,4,251,0,1.6%,98.4%,0%,22,20,7.8%
143164,896,2709,State-funded primary,157,76,81,48.4%,51.6%,1,0.6%,18,11.5%,34,122,1,21.7%,77.7%,0.6%,46,48,30.6%
143165,908,2413,State-funded primary,199,79,120,39.7%,60.3%,3,1.5%,33,16.6%,43,156,0,21.6%,78.4%,0%,63,70,35.2%
143166,908,7004,State-funded special school,94,33,61,35.1%,64.9%,94,100%,0,0%,2,91,1,2.1%,96.8%,1.1%,47,40,42.6%
143167,908,7005,State-funded special school,83,30,53,36.1%,63.9%,83,100%,0,0%,2,81,0,2.4%,97.6%,0%,52,49,59.0%
143168,908,2132,State-funded primary,181,104,77,57.5%,42.5%,4,2.2%,12,6.6%,1,180,0,0.6%,99.4%,0%,19,19,10.5%
143169,908,2522,State-funded primary,171,80,91,46.8%,53.2%,4,2.3%,12,7.0%,3,168,0,1.8%,98.2%,0%,26,30,17.5%
143170,908,2238,State-funded primary,174,91,83,52.3%,47.7%,2,1.1%,19,10.9%,8,166,0,4.6%,95.4%,0%,25,28,16.1%
143171,908,2310,State-funded primary,223,115,108,51.6%,48.4%,2,0.9%,27,12.1%,1,222,0,0.4%,99.6%,0%,32,37,16.6%
143172,908,3625,State-funded primary,379,179,200,47.2%,52.8%,5,1.3%,54,14.2%,46,333,0,12.1%,87.9%,0%,75,83,21.9%
143173,908,7003,State-funded special school,93,23,70,24.7%,75.3%,93,100%,0,0%,2,91,0,2.2%,97.8%,0%,38,37,39.8%
143174,330,6031,Independent school,15,2,13,13.3%,86.7%,14,93.3%,1,6.7%,0,0,0,0%,0%,0%,0
143175,212,7000,State-funded special school,111,0,111,0%,100%,111,100%,0,0%,7,104,0,6.3%,93.7%,0%,58,76,68.5%
143176,908,2447,State-funded primary,215,97,118,45.1%,54.9%,3,1.4%,17,7.9%,2,213,0,0.9%,99.1%,0%,40,41,19.1%
143177,331,2056,State-funded primary,394,195,199,49.5%,50.5%,3,0.8%,80,20.3%,302,92,0,76.6%,23.4%,0%,131,145,36.8%
143178,306,2055,State-funded primary,622,290,332,46.6%,53.4%,13,2.1%,80,12.9%,253,347,22,40.7%,55.8%,3.5%,199,204,32.8%
143179,830,2233,State-funded primary,97,45,52,46.4%,53.6%,2,2.1%,12,12.4%,0,97,0,0%,100%,0%,63,63,64.9%
143180,830,3025,State-funded primary,184,92,92,50.0%,50.0%,1,0.5%,35,19.0%,6,178,0,3.3%,96.7%,0%,69,73,39.7%
143182,878,2053,State-funded primary,46,24,22,52.2%,47.8%,3,6.5%,6,13.0%,0,46,0,0%,100%,0%,12,12,26.1%
143183,878,3318,State-funded primary,482,248,234,51.5%,48.5%,26,5.4%,66,13.7%,9,473,0,1.9%,98.1%,0%,87,93,19.3%
143184,878,2719,State-funded primary,223,116,107,52.0%,48.0%,3,1.3%,22,9.9%,0,223,0,0%,100%,0%,23,24,10.8%
143185,878,3755,State-funded primary,62,36,26,58.1%,41.9%,0,0%,10,16.1%,2,60,0,3.2%,96.8%,0%,26,26,41.9%
143186,878,3305,State-funded primary,109,47,62,43.1%,56.9%,0,0%,13,11.9%,0,109,0,0%,100%,0%,11,11,10.1%
143187,878,3012,State-funded primary,41,18,23,43.9%,56.1%,0,0%,5,12.2%,0,41,0,0%,100%,0%,11,11,26.8%
143188,878,2017,State-funded primary,463,215,248,46.4%,53.6%,7,1.5%,65,14.0%,22,441,0,4.8%,95.2%,0%,25,28,6.0%
143189,878,2087,State-funded primary,159,77,82,48.4%,51.6%,2,1.3%,8,5.0%,0,159,0,0%,100%,0%,5,4,2.5%
143190,878,3303,State-funded primary,103,44,59,42.7%,57.3%,1,1.0%,19,18.4%,1,102,0,1.0%,99.0%,0%,8,9,8.7%
143191,878,2032,State-funded primary,184,84,100,45.7%,54.3%,9,4.9%,27,14.7%,38,146,0,20.7%,79.3%,0%,41,48,26.1%
143192,878,3753,State-funded primary,92,47,45,51.1%,48.9%,1,1.1%,5,5.4%,0,92,0,0%,100%,0%,3,3,3.3%
143193,878,2042,State-funded primary,489,216,273,44.2%,55.8%,13,2.7%,62,12.7%,71,418,0,14.5%,85.5%,0%,76,85,17.4%
143194,371,2203,State-funded primary,403,200,203,49.6%,50.4%,3,0.7%,58,14.4%,221,182,0,54.8%,45.2%,0%,191,203,50.4%
143195,332,2104,State-funded primary,218,117,101,53.7%,46.3%,2,0.9%,19,8.7%,14,204,0,6.4%,93.6%,0%,26,32,14.7%
143196,332,2156,State-funded primary,261,125,136,47.9%,52.1%,15,5.7%,37,14.2%,31,230,0,11.9%,88.1%,0%,103,110,42.1%
143197,308,4007,State-funded secondary,1843,919,924,49.9%,50.1%,43,2.3%,260,14.1%,1119,712,12,60.7%,38.6%,0.7%,499,623,33.8%
143198,308,2038,State-funded primary,1110,530,580,47.7%,52.3%,24,2.2%,142,12.8%,791,319,0,71.3%,28.7%,0%,304,345,31.1%
143199,308,2075,State-funded primary,482,244,238,50.6%,49.4%,13,2.7%,44,9.1%,95,385,2,19.7%,79.9%,0.4%,87,94,19.5%
143200,308,3507,State-funded primary,627,314,313,50.1%,49.9%,46,7.3%,78,12.4%,352,275,0,56.1%,43.9%,0%,274,301,48.0%
143201,308,2081,State-funded primary,616,312,304,50.6%,49.4%,29,4.7%,49,8.0%,250,366,0,40.6%,59.4%,0%,88,109,17.7%
143202,308,3508,State-funded primary,581,259,322,44.6%,55.4%,23,4.0%,72,12.4%,304,277,0,52.3%,47.7%,0%,240,259,44.6%
143203,881,3255,State-funded primary,466,237,229,50.9%,49.1%,9,1.9%,57,12.2%,44,422,0,9.4%,90.6%,0%,211,228,48.9%
143204,881,2083,State-funded primary,340,167,173,49.1%,50.9%,4,1.2%,40,11.8%,27,313,0,7.9%,92.1%,0%,95,104,30.6%
143205,881,3252,State-funded primary,484,261,223,53.9%,46.1%,10,2.1%,23,4.8%,78,406,0,16.1%,83.9%,0%,104,127,26.2%
143206,881,2014,State-funded primary,632,290,342,45.9%,54.1%,7,1.1%,25,4.0%,90,542,0,14.2%,85.8%,0%,104,136,21.5%
143207,916,2043,State-funded primary,214,104,110,48.6%,51.4%,3,1.4%,19,8.9%,5,209,0,2.3%,97.7%,0%,17,17,7.9%
143208,916,3101,State-funded primary,214,97,117,45.3%,54.7%,5,2.3%,37,17.3%,0,214,0,0%,100%,0%,15,15,7.0%
143209,203,2919,State-funded primary,416,177,239,42.5%,57.5%,12,2.9%,49,11.8%,127,285,4,30.5%,68.5%,1.0%,79,88,21.2%
