RECTYPE,LEA,ESTAB,URN,SCHNAME,NFTYPE,FEEDER,ICLOSE,REGION,ALL_BAND,ALL_SCORE,ALL_COHORT,ALL_PROGRESSED,ALL_APPREN,ALL_HE,ALL_TOP3RD,ALL_RUSSELL,ALL_OXBRIDGE,ALL_HTECH,ACADAGEN_COHORT,ACADAGEN_PROGRESSED,ACADAGEN_SCORE,ACADAGEN_BAND,TLEV_COHORT,TLEV_PROGRESSED,TLEV_SCORE,TLEV_BAND,OTHER_COHORT,OTHER_PROGRESSED,OTHER_SCORE,OTHER_BAND,DIS_PROGRESSED,DIS_APPREN,DIS_HE,DIS_TOP3RD,DIS_RUSSELL,DIS_OXBRIDGE,DIS_HTECH
1,801,6910,135597,Merchants' Academy,Academy - Sponsor Led Mainstream,0,0,,3,-20,19,37%,0%,37%,11%,11%,0%,0%,15,40%,-21,3,4,SUPP,SUPP,SUPP,0,0%,NA,NA,42%,0%,42%,SUPP,SUPP,0%,0%
1,801,8008,131094,City of Bristol College,Further Education Sector Institution,0,0,,4,-9,331,41%,2%,34%,3%,3%,0%,5%,112,53%,-6,3,14,7%,-31,4,205,37%,-8,4,41%,0%,36%,4%,5%,0%,4%
1,801,8600,130563,St Brendan's Sixth Form College,Further Education Sector Institution,0,0,,4,-11,642,57%,2%,53%,10%,10%,SP,2%,615,58%,-11,4,0,0%,NA,NA,27,41%,-7,3,64%,2%,59%,13%,14%,0%,3%
LA,801,,,,,,,,NA,-4,1988,64%,1%,61%,18%,20%,1%,2%,1705,69%,-4,NA,18,11%,-27,NA,265,37%,-7,NA,65%,1%,62%,19%,21%,1%,2%
1,802,4129,136722,Backwell School,Academy - Converter Mainstream,0,0,,3,-3,178,72%,2%,70%,34%,31%,3%,1%,177,72%,-3,3,0,0%,NA,NA,1,SUPP,SUPP,SUPP,50%,SUPP,40%,20%,20%,0%,SUPP
1,802,4135,136856,Gordano School,Academy - Converter Mainstream,0,0,,4,-13,146,65%,3%,60%,26%,36%,3%,3%,142,65%,-13,4,4,SUPP,SUPP,SUPP,0,0%,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,802,4136,137884,Clevedon School,Academy - Converter Mainstream,0,0,,3,-5,84,70%,5%,63%,14%,21%,0%,2%,84,70%,-5,3,0,0%,NA,NA,0,0%,NA,NA,50%,0%,50%,0%,0%,0%,0%
1,802,4137,138466,Nailsea School,Academy - Converter Mainstream,0,0,,3,-10,57,63%,4%,58%,21%,21%,2%,2%,57,63%,-10,3,0,0%,NA,NA,0,0%,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,802,4139,137000,Churchill Academy & Sixth Form,Academy - Converter Mainstream,0,0,,3,-2,122,74%,2%,68%,26%,25%,2%,3%,122,74%,-2,3,0,0%,NA,NA,0,0%,NA,NA,67%,0%,67%,17%,17%,0%,0%
1,802,4144,142853,St Katherine's School,Academy - Converter Mainstream,0,0,,3,-7,37,65%,0%,65%,30%,30%,0%,0%,36,67%,-6,3,0,0%,NA,NA,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,802,8014,130564,Weston College,Further Education Sector Institution,0,0,,3,-2,610,54%,2%,38%,5%,6%,SP,14%,262,59%,-12,4,13,31%,-11,3,335,50%,5,3,42%,1%,27%,2%,4%,SUPP,14%
LA,802,,,,,,,,NA,-4,1294,61%,3%,51%,16%,17%,1%,8%,921,66%,-8,NA,35,37%,-4,NA,338,50%,5,NA,63%,3%,53%,17%,18%,1%,8%
1,803,4000,139067,Abbeywood Community School,Academy - Sponsor Led Mainstream,0,0,,5,-23,48,48%,0%,46%,8%,13%,0%,2%,48,48%,-23,5,0,0%,NA,NA,0,0%,NA,NA,33%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,803,4001,139669,Bristol Technology and Engineering Academy,Free School - UTC ,0,0,,5,-28,25,24%,0%,24%,0%,0%,0%,0%,13,15%,-40,5,12,33%,-14,3,0,0%,NA,NA,29%,0%,29%,0%,0%,0%,0%
1,803,4005,141665,Sir Bernard Lovell Academy,Academy - Sponsor Led Mainstream,0,0,,3,-6,61,52%,3%,49%,5%,7%,0%,0%,58,55%,-5,3,0,0%,NA,NA,3,SUPP,SUPP,SUPP,50%,0%,50%,0%,0%,0%,0%
1,803,4007,142079,Digitech Studio School,Free School  Studio School ,0,0,,5,-22,18,28%,6%,17%,0%,0%,0%,6%,9,22%,-33,5,0,0%,NA,NA,9,33%,-11,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,803,4008,145124,Patchway Community School,Academy - Converter Mainstream,0,0,,3,-4,36,58%,0%,58%,0%,3%,0%,0%,33,58%,-6,3,1,SUPP,SUPP,SUPP,2,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,803,4009,145135,Yate Academy,Academy - Converter Mainstream,0,0,,3,-16,22,50%,0%,50%,0%,5%,0%,0%,21,52%,-15,3,1,SUPP,SUPP,SUPP,0,0%,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,803,4104,137753,Bradley Stoke Community School,Academy - Converter Mainstream,0,0,,4,-12,88,58%,5%,53%,13%,15%,1%,0%,85,58%,-13,4,1,SUPP,SUPP,SUPP,2,SUPP,SUPP,SUPP,33%,0%,33%,0%,0%,SUPP,0%
1,803,4120,139348,The Castle School,Academy - Converter Mainstream,0,0,,3,-3,143,70%,1%,67%,15%,23%,1%,1%,140,71%,-2,3,0,0%,NA,NA,3,SUPP,SUPP,SUPP,33%,0%,33%,0%,0%,0%,0%
1,803,4146,109319,Brimsham Green School,Community School,0,0,,3,-6,72,61%,4%,47%,6%,8%,0%,10%,71,61%,-7,3,1,SUPP,SUPP,SUPP,0,0%,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,803,4148,139345,Downend School,Academy - Converter Mainstream,0,0,,3,-3,44,73%,7%,66%,16%,23%,0%,0%,43,74%,-2,3,0,0%,NA,NA,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,803,4502,109324,Chipping Sodbury School,Foundation School,0,0,,3,-8,41,66%,0%,61%,15%,15%,0%,5%,41,66%,-8,3,0,0%,NA,NA,0,0%,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,803,6906,135295,John Cabot Academy,Academy - Sponsor Led Mainstream,0,0,,4,-10,168,49%,0%,48%,5%,5%,0%,1%,130,50%,-15,4,0,0%,NA,NA,38,45%,7,3,57%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,803,8000,139238,South Gloucestershire and Stroud College,Further Education Sector Institution,0,0,,4,-8,816,40%,1%,33%,3%,2%,0%,6%,128,51%,-14,4,41,27%,-11,3,647,39%,-7,4,47%,2%,41%,2%,1%,0%,4%
LA,803,,,,,,,,NA,-8,1840,51%,2%,45%,7%,8%,0%,4%,1076,60%,-9,NA,59,30%,-10,NA,705,39%,-6,NA,51%,2%,45%,8%,10%,1%,4%
1,879,4002,140693,St Boniface's RC College,Academy - Sponsor Led Mainstream,0,0,,3,8,47,72%,0%,68%,9%,6%,0%,4%,45,76%,9,3,1,SUPP,SUPP,SUPP,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,879,4152,136588,Devonport High School for Girls,Academy - Converter Mainstream,0,0,,3,6,106,89%,2%,87%,33%,40%,3%,0%,106,89%,6,3,0,0%,NA,NA,0,0%,NA,NA,80%,0%,80%,10%,20%,0%,0%
1,879,4155,113532,Plymouth High School for Girls,Community School,0,0,,3,2,95,81%,0%,80%,15%,19%,2%,1%,95,81%,2,3,0,0%,NA,NA,0,0%,NA,NA,100%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,879,4172,113533,Sir John Hunt Community Sports College,Foundation School,0,0,,3,5,36,64%,3%,56%,6%,6%,0%,6%,30,70%,7,3,2,SUPP,SUPP,SUPP,4,SUPP,SUPP,SUPP,53%,SUPP,41%,0%,0%,0%,SUPP
1,879,4178,136556,Plympton Academy,Academy - Converter Mainstream,0,0,,3,-2,64,69%,3%,64%,6%,6%,0%,2%,63,70%,-1,3,0,0%,NA,NA,1,SUPP,SUPP,SUPP,54%,SUPP,46%,8%,8%,0%,SUPP
1,879,4179,136557,Hele's School,Academy - Converter Mainstream,0,0,,3,6,97,77%,1%,72%,12%,12%,1%,4%,94,80%,7,3,0,0%,NA,NA,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,879,4180,136568,Plymstock School,Academy - Converter Mainstream,0,0,,5,-20,109,51%,0%,49%,9%,15%,0%,3%,107,51%,-21,4,1,SUPP,SUPP,SUPP,1,SUPP,SUPP,SUPP,50%,0%,50%,0%,0%,0%,0%
1,879,4181,136558,Coombe Dean School,Academy - Converter Mainstream,0,0,,3,2,51,69%,0%,65%,10%,10%,0%,4%,47,74%,6,3,0,0%,NA,NA,4,SUPP,SUPP,SUPP,86%,0%,86%,0%,0%,0%,0%
1,879,4185,140104,Eggbuckland Community College,Academy - Converter Mainstream,0,0,,4,-15,60,45%,2%,43%,3%,3%,0%,0%,52,50%,-13,4,0,0%,NA,NA,8,13%,-31,3,77%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,879,4186,137206,Tor Bridge High,Academy - Converter Mainstream,0,0,,3,-6,72,60%,3%,53%,3%,6%,0%,4%,66,65%,-4,3,2,SUPP,SUPP,SUPP,4,SUPP,SUPP,SUPP,64%,SUPP,50%,SUPP,SUPP,0%,SUPP
1,879,4187,136668,Lipson Co-operative Academy,Academy - Converter Mainstream,0,0,,3,7,76,70%,0%,66%,9%,9%,0%,4%,67,75%,8,3,4,SUPP,SUPP,SUPP,5,SUPP,SUPP,SUPP,65%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,879,4190,136626,Stoke Damerel Community College,Academy - Converter Mainstream,0,0,,3,-6,67,58%,1%,52%,6%,6%,0%,4%,60,65%,-2,3,1,SUPP,SUPP,SUPP,6,0%,-39,3,41%,SUPP,32%,5%,9%,0%,SUPP
1,879,4605,140737,Notre Dame RC School,Academy - Converter Mainstream,0,0,,3,7,74,70%,0%,70%,8%,7%,0%,0%,72,71%,7,3,0,0%,NA,NA,2,SUPP,SUPP,SUPP,91%,0%,91%,9%,9%,0%,0%
1,879,5406,136496,Devonport High School for Boys,Academy - Converter Mainstream,0,0,,3,-2,150,83%,1%,81%,36%,39%,3%,1%,150,83%,-2,3,0,0%,NA,NA,0,0%,NA,NA,63%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,879,8005,130649,City College Plymouth,Further Education Sector Institution,0,0,,3,-3,359,40%,SP,29%,1%,1%,0%,11%,21,38%,-11,3,19,37%,1,3,319,40%,-3,3,36%,SUPP,26%,2%,2%,0%,SUPP
LA,879,,,,,,,,NA,-2,1585,62%,1%,57%,11%,12%,1%,4%,1158,71%,0,NA,31,39%,4,NA,396,37%,-6,NA,64%,1%,59%,12%,14%,1%,4%
1,880,4000,138370,Torquay Academy,Academy - Sponsor Led Mainstream,0,0,,3,-1,60,60%,2%,53%,8%,8%,0%,5%,36,75%,4,3,0,0%,NA,NA,24,38%,-8,3,54%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,880,4114,136506,Torquay Girls Grammar School,Academy - Converter Mainstream,0,0,,3,-3,117,84%,2%,82%,48%,54%,2%,0%,117,84%,-3,3,0,0%,NA,NA,0,0%,NA,NA,100%,0%,100%,33%,33%,0%,0%
1,880,4116,136388,Churston Ferrers Grammar School Academy,Academy - Converter Mainstream,0,0,,3,2,132,83%,3%,80%,36%,36%,2%,1%,132,83%,2,3,0,0%,NA,NA,0,0%,NA,NA,82%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,880,4117,113526,The Spires College,Foundation School,0,0,,5,-21,51,37%,0%,29%,2%,2%,0%,8%,49,39%,-21,4,2,SUPP,SUPP,SUPP,0,0%,NA,NA,33%,0%,33%,SUPP,SUPP,0%,0%
1,880,4118,137755,Brixham College,Academy - Converter Mainstream,0,0,,3,-10,32,53%,0%,50%,9%,6%,0%,3%,32,53%,-10,3,0,0%,NA,NA,0,0%,NA,NA,43%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,880,4601,113551,St Cuthbert Mayne School,Voluntary Aided School,0,0,,1,17,66,80%,0%,74%,12%,14%,0%,6%,66,80%,17,1,0,0%,NA,NA,0,0%,NA,NA,75%,0%,58%,0%,0%,0%,17%
1,880,5401,136321,Torquay Boys' Grammar School,Academy - Converter Mainstream,0,0,,3,-1,148,86%,2%,84%,57%,59%,8%,1%,148,86%,-1,3,0,0%,NA,NA,0,0%,NA,NA,80%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,880,8003,130648,South Devon College,Further Education Sector Institution,0,0,,4,-11,407,38%,SP,27%,4%,5%,0%,11%,94,59%,-10,4,63,38%,-3,3,250,30%,-14,4,34%,SUPP,23%,6%,6%,0%,SUPP
LA,880,,,,,,,,NA,-5,1027,61%,1%,54%,22%,23%,2%,6%,675,75%,-2,NA,73,41%,0,NA,279,31%,-13,NA,64%,1%,57%,24%,26%,2%,5%
1,866,4004,145155,UTC Swindon,Free School - UTC ,0,0,,3,-13,23,39%,4%,17%,4%,4%,0%,17%,8,50%,-15,3,0,0%,NA,NA,15,33%,-12,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,866,4086,137264,Lydiard Park Academy,Academy - Converter Mainstream,0,0,,3,-9,27,52%,0%,52%,0%,0%,0%,0%,22,55%,-11,3,4,SUPP,SUPP,SUPP,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,866,5410,137190,The Commonweal School,Academy - Converter Mainstream,0,0,,4,-16,105,49%,0%,48%,7%,6%,1%,1%,89,52%,-17,4,14,36%,-7,3,2,SUPP,SUPP,SUPP,40%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,866,5417,137160,The Ridgeway School & Sixth Form College,Academy - Converter Mainstream,0,0,,4,-10,98,63%,3%,60%,17%,20%,0%,0%,93,66%,-9,3,5,SUPP,SUPP,SUPP,0,0%,NA,NA,62%,8%,54%,8%,8%,0%,0%
1,866,6905,135364,Swindon Academy,Academy - Sponsor Led Mainstream,0,0,,3,-4,158,41%,0%,28%,3%,1%,0%,13%,27,52%,-15,3,0,0%,NA,NA,131,38%,-2,3,33%,0%,21%,0%,SUPP,0%,12%
1,866,8004,130851,New College Swindon,Further Education Sector Institution,0,0,,4,-13,833,45%,1%,39%,7%,6%,SP,6%,620,52%,-13,4,21,24%,-13,3,192,28%,-15,4,32%,1%,25%,5%,2%,SUPP,7%
LA,866,,,,,,,,NA,-11,1389,47%,1%,39%,7%,6%,0%,7%,910,54%,-12,NA,65,31%,-9,NA,414,33%,-10,NA,49%,1%,41%,7%,7%,0%,6%
1,908,4002,143649,Callington Community College,Academy - Converter Mainstream,0,0,,3,-7,75,64%,0%,63%,17%,17%,1%,1%,71,66%,-7,3,4,SUPP,SUPP,SUPP,0,0%,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,908,4003,144740,Callywith College,Free School  16-19,0,0,,SUPP,SUPP,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,0,0%,NA,NA,0,0%,NA,NA,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,908,4009,139155,Launceston College,Academy - Converter Mainstream,0,0,,4,-11,81,60%,0%,60%,14%,19%,0%,0%,81,60%,-11,4,0,0%,NA,NA,0,0%,NA,NA,29%,0%,29%,0%,0%,0%,0%
1,908,4143,136575,Saltash Community School,Academy - Converter Mainstream,0,0,,3,-10,80,63%,0%,60%,8%,11%,0%,3%,80,63%,-10,3,0,0%,NA,NA,0,0%,NA,NA,50%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,908,4144,112041,Torpoint Community College,Foundation School,0,0,,4,-16,44,45%,2%,43%,9%,7%,0%,0%,33,45%,-21,4,11,45%,-1,3,0,0%,NA,NA,25%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,908,4146,143981,Helston Community College,Academy - Converter Mainstream,0,0,,5,-22,86,48%,0%,43%,3%,5%,0%,5%,76,51%,-21,4,9,22%,-27,3,1,SUPP,SUPP,SUPP,45%,0%,45%,9%,9%,0%,0%
1,908,4150,112045,Budehaven Community School,Foundation School,0,0,,3,-2,65,65%,3%,60%,12%,12%,0%,2%,54,72%,1,3,0,0%,NA,NA,11,27%,-15,3,88%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,908,4152,137223,Falmouth School,Academy - Converter Mainstream,0,0,,3,1,41,68%,0%,68%,15%,17%,0%,0%,32,81%,7,3,9,22%,-22,3,0,0%,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,908,4154,136383,Bodmin College,Academy - Converter Mainstream,0,0,,3,-5,102,59%,1%,49%,9%,7%,0%,9%,86,66%,-1,3,0,0%,NA,NA,16,19%,-26,5,56%,SUPP,44%,0%,0%,0%,SUPP
1,908,4158,136524,Camborne Science and International Academy,Academy - Converter Mainstream,0,0,,4,-11,77,64%,1%,57%,13%,9%,0%,5%,77,64%,-11,4,0,0%,NA,NA,0,0%,NA,NA,45%,SUPP,36%,0%,0%,0%,SUPP
1,908,4165,136533,Newquay Tretherras,Academy - Converter Mainstream,0,0,,4,-15,114,54%,0%,50%,11%,10%,2%,4%,104,56%,-15,4,6,50%,2,3,4,SUPP,SUPP,SUPP,43%,0%,36%,11%,4%,0%,7%
1,908,4167,144291,Liskeard School and Community College,Academy - Converter Mainstream,0,0,,3,1,70,69%,0%,69%,13%,20%,0%,0%,64,67%,-3,3,6,83%,49,1,0,0%,NA,NA,80%,0%,80%,10%,40%,0%,0%
1,908,8000,130627,Cornwall College,Further Education Sector Institution,0,0,,4,-13,510,34%,2%,23%,3%,2%,0%,10%,75,41%,-26,5,173,31%,-10,4,262,34%,-11,4,32%,1%,23%,2%,1%,0%,8%
1,908,8005,130629,Truro and Penwith College,Further Education Sector Institution,0,0,,3,-2,1862,63%,1%,58%,16%,17%,1%,4%,1130,75%,-2,3,31,35%,-8,3,701,45%,-3,3,51%,SP,44%,10%,11%,1%,6%
LA,908,,,,,,,,NA,-6,3320,58%,1%,52%,12%,13%,1%,4%,2044,69%,-5,NA,260,35%,-7,NA,1016,40%,-6,NA,60%,1%,54%,13%,14%,1%,4%
1,865,4000,131969,Abbeyfield School,Community School,0,0,,3,11,55,82%,9%,73%,18%,15%,0%,0%,55,82%,11,3,0,0%,NA,NA,0,0%,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,865,4002,138885,The Clarendon Academy,Academy - Sponsor Led Mainstream,0,0,,3,-9,44,61%,0%,57%,9%,7%,0%,5%,43,63%,-8,3,0,0%,NA,NA,1,SUPP,SUPP,SUPP,67%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,865,4004,140621,Salisbury Sixth Form College,Free School  16-19,0,0,,3,-6,113,59%,1%,57%,10%,8%,0%,2%,106,60%,-6,3,0,0%,NA,NA,7,43%,-4,3,60%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,865,4064,137308,Malmesbury School,Academy - Converter Mainstream,0,0,,3,3,92,85%,1%,84%,37%,40%,0%,0%,92,85%,3,3,0,0%,NA,NA,0,0%,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,865,4066,136611,The Corsham School,Academy - Converter Mainstream,0,0,,3,1,109,69%,2%,65%,17%,17%,0%,2%,100,73%,2,3,9,22%,-8,3,0,0%,NA,NA,75%,0%,75%,0%,0%,0%,0%
1,865,4067,136911,Royal Wootton Bassett Academy,Academy - Converter Mainstream,0,0,,3,-5,104,72%,2%,69%,18%,17%,0%,1%,102,73%,-5,3,0,0%,NA,NA,2,SUPP,SUPP,SUPP,45%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,865,4072,137230,Kingdown School,Academy - Converter Mainstream,0,0,,4,-18,107,55%,1%,52%,21%,23%,0%,2%,99,59%,-17,4,7,14%,-21,3,1,SUPP,SUPP,SUPP,25%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,865,4075,138020,The John of Gaunt School,Academy - Converter Mainstream,0,0,,3,-3,68,72%,3%,68%,12%,13%,0%,1%,68,72%,-3,3,0,0%,NA,NA,0,0%,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,865,4537,137057,St Laurence School,Academy - Converter Mainstream,0,0,,3,0,129,78%,2%,76%,25%,29%,2%,0%,129,78%,0,3,0,0%,NA,NA,0,0%,NA,NA,71%,0%,71%,43%,57%,0%,0%
1,865,5400,137375,St Augustine's Catholic College,Academy - Converter Mainstream,0,0,,3,2,78,83%,0%,83%,33%,37%,3%,0%,78,83%,2,3,0,0%,NA,NA,0,0%,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,865,5404,136632,Sheldon School,Academy - Converter Mainstream,0,0,,3,0,182,74%,3%,70%,24%,26%,2%,1%,182,74%,0,3,0,0%,NA,NA,0,0%,NA,NA,58%,SUPP,42%,8%,8%,0%,SUPP
1,865,5405,138623,St John's Marlborough,Academy - Converter Mainstream,0,0,,3,-2,182,73%,2%,69%,26%,25%,2%,3%,181,73%,-2,3,0,0%,NA,NA,1,SUPP,SUPP,SUPP,60%,0%,60%,20%,20%,0%,0%
1,865,5406,137650,Kingsbury Green Academy,Academy - Converter Mainstream,0,0,,3,-6,54,65%,4%,59%,9%,7%,0%,2%,54,65%,-6,3,0,0%,NA,NA,0,0%,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,865,5411,138630,Devizes School,Academy - Converter Mainstream,0,0,,4,-14,70,53%,0%,50%,10%,9%,1%,3%,69,52%,-15,4,1,SUPP,SUPP,SUPP,0,0%,NA,NA,50%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,865,5412,136391,South Wilts Grammar School for Girls,Academy - Converter Mainstream,0,0,,3,-3,151,84%,1%,82%,48%,44%,5%,1%,151,84%,-3,3,0,0%,NA,NA,0,0%,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,865,5413,136500,Bishop Wordsworth's Church of England Grammar School,Academy - Converter Mainstream,0,0,,3,1,143,89%,1%,87%,58%,52%,6%,0%,143,89%,1,3,0,0%,NA,NA,0,0%,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,865,5414,136296,Hardenhuish School,Academy - Converter Mainstream,0,0,,3,3,130,81%,3%,78%,27%,28%,1%,0%,130,81%,3,3,0,0%,NA,NA,0,0%,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,865,5415,126510,Matravers School,Foundation School,0,0,,3,-9,70,60%,0%,59%,1%,11%,0%,1%,70,60%,-9,3,0,0%,NA,NA,0,0%,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,865,6905,135804,The Wellington Academy,Academy - Sponsor Led Mainstream,0,0,,3,10,49,61%,0%,61%,10%,4%,0%,0%,32,72%,15,3,0,0%,NA,NA,17,41%,1,3,64%,0%,64%,9%,SUPP,0%,0%
1,865,6906,136183,Sarum Academy,Academy - Sponsor Led Mainstream,0,0,,5,-26,42,21%,0%,19%,0%,0%,0%,2%,40,23%,-25,5,0,0%,NA,NA,2,SUPP,SUPP,SUPP,13%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,865,8001,132779,Wiltshire College,Further Education Sector Institution,0,0,,4,-18,451,28%,2%,19%,1%,1%,SP,8%,62,6%,-50,5,82,29%,-10,3,307,32%,-13,4,30%,1%,24%,1%,0%,SUPP,4%
LA,865,,,,,,,,NA,-6,2538,63%,2%,59%,20%,20%,1%,2%,2097,70%,-5,NA,99,28%,-10,NA,342,33%,-12,NA,65%,2%,61%,21%,21%,1%,2%
1,878,4001,139553,The Ilfracombe Church of England Academy,Academy - Sponsor Led Mainstream,0,0,,3,-6,81,57%,1%,52%,9%,14%,0%,4%,81,57%,-6,3,0,0%,NA,NA,0,0%,NA,NA,44%,SUPP,38%,13%,13%,0%,SUPP
1,878,4003,136646,Queen Elizabeth's,Academy - Converter Mainstream,0,0,,3,-5,106,67%,2%,62%,20%,24%,0%,3%,102,67%,-7,3,0,0%,NA,NA,4,SUPP,SUPP,SUPP,67%,0%,67%,0%,17%,0%,0%
1,878,4004,136912,Honiton Community College,Academy - Converter Mainstream,0,0,,3,-18,18,56%,0%,56%,17%,17%,0%,0%,18,56%,-18,3,0,0%,NA,NA,0,0%,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,878,4005,136673,The King's School,Academy - Converter Mainstream,0,0,,4,-13,103,64%,2%,61%,20%,20%,1%,1%,103,64%,-13,4,0,0%,NA,NA,0,0%,NA,NA,50%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,878,4008,140971,Exeter Mathematics School,Free School  16-19,0,0,,3,11,59,98%,2%,97%,64%,59%,10%,0%,59,98%,11,3,0,0%,NA,NA,0,0%,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,878,4009,136638,Clyst Vale Community College,Academy - Converter Mainstream,0,0,,3,-12,33,64%,0%,61%,15%,27%,0%,3%,32,66%,-11,3,0,0%,NA,NA,1,SUPP,SUPP,SUPP,50%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,878,4011,113503,Sidmouth College,Community School,0,0,,5,-24,50,42%,2%,40%,12%,14%,0%,0%,50,42%,-24,5,0,0%,NA,NA,0,0%,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,878,4012,136612,Exmouth Community College,Academy - Converter Mainstream,0,0,,4,-11,147,56%,1%,54%,9%,9%,1%,1%,143,57%,-10,4,0,0%,NA,NA,4,SUPP,SUPP,SUPP,50%,SUPP,45%,5%,0%,SUPP,SUPP
1,878,4017,141749,South Devon UTC,Free School - UTC ,0,0,,3,-13,25,40%,16%,20%,4%,4%,0%,4%,11,55%,-14,3,0,0%,NA,NA,14,29%,-13,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,878,4018,142124,Atrium Studio School,Free School  Studio School ,0,0,,3,-20,8,50%,0%,38%,0%,0%,0%,13%,8,50%,-20,3,0,0%,NA,NA,0,0%,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,878,4019,142540,Bideford College,Academy - Sponsor Led Mainstream,0,0,,4,-12,80,55%,1%,54%,4%,4%,0%,0%,80,55%,-12,4,0,0%,NA,NA,0,0%,NA,NA,50%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,878,4108,136569,South Dartmoor Community College,Academy - Converter Mainstream,0,0,,3,-1,123,68%,1%,64%,19%,22%,0%,3%,116,71%,-1,3,6,33%,-3,3,1,SUPP,SUPP,SUPP,73%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,878,4109,113520,King Edward VI Community College,Foundation School,0,0,,5,-23,93,44%,0%,44%,14%,12%,1%,0%,89,45%,-24,5,4,SUPP,SUPP,SUPP,0,0%,NA,NA,33%,0%,33%,0%,0%,SUPP,0%
1,878,4110,136367,Kingsbridge Academy,Academy - Converter Mainstream,0,0,,4,-14,171,58%,1%,56%,15%,16%,1%,1%,158,58%,-17,4,13,62%,17,3,0,0%,NA,NA,64%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
